id;entorno;nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;direccion;lat;lng;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;imagen_1;imagen_2;imagen_3;imagen_4;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion;cuit_contratista;beneficiarios;mano_obra;compromiso;destacada;ba_elige;link_interno;pliego_descarga;expediente-numero;estudio_ambiental_descarga;financiamiento;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
464;Obras en escuelas de Comuna 11;Inst. de Enseñanza Superior en Lenguas Vivas Juan B. Justo (Sede) Primario: Obras generales;Finalizada;Escuelas;Ministerio de Educación;El Ministerio de Educación,en una primera etapa,desarrolló una ampliación en el edificio Existente del Inst. de Enseñanza Superior en Lenguas Vivas Juan B. Justo.;6380743;11;Villa Del Parque;Lascano 3840;-3,461,301,318;-5,849,603,641;25/9/2015;31/12/2017;27;100;https://cdn2.buenosaires.gob.ar/baobras/educacion/lascano3840_1.jpg;https://cdn2.buenosaires.gob.ar/baobras/educacion/lascano3840_2.jpg;;;Garbin S.A.;2015;;;30521147373;;24;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-la-comuna-11;https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=119064;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
465;Obras en escuelas de Comuna 8;Escuela De Bellas Artes Lola Mora: Obra de infraestructura;Finalizada;Escuelas;Ministerio de Educación;Obra de impermeabilización de cubiertas;11919911;8;Villa Lugano;Soldado De La Frontera Av. 5155;-3,468,507,748;-5,846,435,067;29/5/2017;31/8/2017;3;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna8_escbellasarteslolamora_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna8_escbellasarteslolamora_foto2.jpg;;;Ibasa S.A.;2017;;;30696429886;;10;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-8;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
466;Obras en escuelas de Comuna 8;Esc. Primaria Común N° 08 Luis Federico Leloir: Obras generales;Finalizada;Escuelas;Ministerio de Educación;Obra de adecuación a normativa,instalación eléctrica,ejecución de cubierta e impermeabilización.;7244094;8;Villa Soldati;Rabanal,Francisco,Intendente Av. 2275;-346,595,881;-5,842,893,542;2/1/2017;31/1/2018;12;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna8_escprimaria08_foto1.JPG;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna8_escprimaria08_foto2.JPG;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna8_escprimaria08_foto3.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna8_escprimaria08_foto4.jpg;Bonaldi S.R.L.;2017;;;30707443614;;10;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-8;https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=127723;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
467;Obras en escuelas de Comuna 14;Escuela Primaria Común N° 04 Provincia De Córdoba: Mejora Edilicia.;Finalizada;Escuelas;Ministerio de Educación;Obra de instalación eléctrica y acondicionamiento pluvial.;2577752;14;Palermo;Scalabrini Ortiz,Raul Av. 1336;-3,459,262,776;-5,842,771,425;18/5/2017;4/12/2017;7;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna14_escprimaria04_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna14_escprimaria04_foto2.jpg;;;Ibasa S.A.;2017;;;30696429886;;5;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-14;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
468;Obras en escuelas de Comuna 10;Esc. Primaria Común N° 23 Saturnino Segurola: Obras generales.;Finalizada;Escuelas;Ministerio de Educación;Obra de reparación varias;1949681;10;Floresta;Flores,Venancio,Gral. 3869;-3,463,242,914;-5,848,185,336;29/9/2017;28/3/2018;6;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna10_escprimaria23_foto1.JPG;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna10_escprimaria23_foto2.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna10_escprimaria23_foto3.JPG;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna10_escprimaria23_foto4.jpg;Enci S.A.;2017;;;30709309354;;2;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-10;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
469;Obras en escuelas de Comuna 8;Escuela De Recuperación N° 07: Mejora Edilicia;Finalizada;Escuelas;Ministerio de Educación;Trabajos de pintura.;126511;8;Villa Soldati;Lafuente 2670;-3,465,832,841;-5,844,425,617;16/8/2017;30/10/2017;2;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna8_escderecuperacion07_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna8_escderecuperacion07_foto2.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna8_escderecuperacion07_foto3.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna8_escderecuperacion07_foto4.jpg;S.E.S. S.A. - MIG S.A. - UTE;2017;;;30712264256;;6;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-8;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
470;Obras en escuelas de Comuna 1;Esc. Técnica N° 12 Libertador Gral. José De San Martin: Obras generales;Finalizada;Escuelas;Ministerio de Educación;Obra de instalación eléctrica,sanitaria,contra incendio,accesibilidad,baño de discapacitados e impermeabilización.;14505000;1;Retiro;Del Libertador Av. 238;-3,459,182,139;-5,837,710,467;23/12/2016;1/4/2018;16;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna1_esctecnica12_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna1_esctecnica12_foto2.JPG;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna1_esctecnica12_foto3.JPG;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna1_esctecnica12_foto4.jpg;Hexacom S.A.;2016;;;30643202812;;2;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-1;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
471;Obras en escuelas de Comuna 8;Escuela Integral Interdisciplinaria Nº 20 Alicia Moreau De Justo: Obra de infraestructura;Finalizada;Escuelas;Ministerio de Educación;Obra de adecuación a normativa y reacondicionamiento.;3183752;8;Villa Lugano;Goleta Santa Cruz 6999;-3,467,986,117;-5,849,360,167;7/11/2016;2/9/2017;10;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna8_escintegralinterdisciplinaria20_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna8_escintegralinterdisciplinaria20_foto2.jpg;;;Vidogar Construcciones S.A;2016;;;30553433564;;;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-8;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
472;Obras en escuelas de Comuna 4;Esc. Normal Superior N° 05 Gral. Don Martí­n Miguel De Gí¼emes: Obras generales;Finalizada;Escuelas;Ministerio de Educación;Obra de refuncionalización.;6603217;4;Barracas;Suarez Av. 2123;-346,420,996;-5,838,050,688;30/1/2017;24/8/2017;7;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna4_escsuperior05_foto1.JPG;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna4_escsuperior05_foto2.JPG;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna4_escsuperior05_foto3.JPG;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna4_escsuperior05_foto4.JPG;CIA CENTRAL DE CONTRUCCIONES SRL;2017;;;30708008393;;15;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-4;https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=128181;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
473;Obras en escuelas de Comuna 7;Liceo N° 05 Pascual Guaglianone / Escuela Técnica N° 18 José Antonio ílvarez Condarco: Obra de infraestructura;Finalizada;Escuelas;Ministerio de Educación;Obras en sanitarios - instalaciones y accesorios.;1753837;7;Flores;Carabobo Av. 286;-346,301,591;-5,845,492,813;19/6/2017;8/10/2017;4;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna7_liceo05_2_foto1.png;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna7_liceo05_2_foto2.png;;;Enci S.A.;2017;;;30709309354;;;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-7;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
474;Obras en escuelas de Comuna 7;Liceo N° 05 Pascual Guaglianone / Esc. Técnica N° 18 José Antonio ílvarez Condarco: Obras generales;Finalizada;Escuelas;Ministerio de Educación;Obras de terminación cantina,aulas,instalaciones y carpinterí­a;17492905;7;Flores;Carabobo Av. 286;-346,301,591;-5,845,492,813;19/6/2017;17/9/2017;3;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna7_liceo05_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna7_liceo05_foto2.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna7_liceo05_foto3.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna7_liceo05_foto4.jpg;Enci S.A.;2017;;;30709309354;;;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-7;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
475;Obras en escuelas de Comuna 8;Esc. Primaria Común N° 22 Rufino Luro Cambaceres: Obras generales;Finalizada;Escuelas;Ministerio de Educación;Obra de adecuación a normativa y reacondicionamiento.;6495745;8;Villa Lugano;Montiel 3826;-3,467,643,469;-5,849,336,554;7/11/2016;14/2/2018;15;100;https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_escuelas.png;;;;Ibasa S.A.;2016;;;30696429886;;8;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-8;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
476;Polo Educativo Mugica; Polo Educativo Mugica: Esc. De Educación Media N° 01.Obras generales;Finalizada;Escuelas;Ministerio de Educación;Obra de instalación eléctrica y sanitaria para escuela secundaria provisoria en aulas modulares.;1641553;1;Retiro;Letonia Y Antartida Argentina Av.;-3,458,921,376;-5,837,101,525;17/7/2017;30/4/2019;21;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_polomugicaescmedia1obrageneral_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_polomugicaescmedia1obrageneral_foto2.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_polomugicaescmedia1obrageneral_foto3.jpg;;Fortis S.R.L.;2017;;;30714765430;;20;SI;;;https://www.buenosaires.gob.ar/baobras/polo-educativo-mugica;;;https://cdn2.buenosaires.gob.ar/baobras/apra/EX-2017-21942030-%20-MGEYA-APRA.pdf;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
477;Obras en escuelas de Comuna 11;Esc. Primaria Común N° 08 Alte. Manuel Blanco Encalada / Jardí­n De Infantes Nucleado e Juana Manso: Obras generales;Finalizada;Escuelas;Ministerio de Educación;Obra de reforma,ampliación y refuncionalización.;4246602;11;Villa Del Parque;Lamarca,Emilio 3379;-3,460,116,285;-5,850,330,643;9/1/2017;31/12/2017;11;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna11_escprimaria08_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna11_escprimaria08_foto2.JPG;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna11_escprimaria08_foto3.JPG;;Betonhaus S.A.;2017;;;30708568240;;;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-la-comuna-11;https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=128239;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
478;Obras en escuelas de Comuna 13;Esc. Primaria Común N° 01 Casto Munita: Obras generales;Finalizada;Escuelas;Ministerio de Educación;Obra de impermeabilización y reparaciones varias en aulas y laboratorio;7030271;13;Belgrano;Cuba 2039;-345,615,568;-5,845,414,263;8/2/2017;6/9/2017;7;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna13_escprimaria01_foto1.JPG;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna13_escprimaria01_foto2.JPG;;;COYPRO SOCIEDAD ANONIMA;2017;;;30615108290;;;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-13;https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=128752;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
479;Obras en escuelas de Comuna 14;Instituto de Formación Técnica Superior N° 14 / Ciclo Básico de Formación Ocupacional N° 04 - Ampliación.;Finalizada;Escuelas;Ministerio de Educación;Obra de ampliación edilicia para 5 aulas nuevas.;16253300;14;Palermo;Juncal 3251;-3,458,543,417;-5,841,012,931;12/6/2017;30/6/2017;0;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna14_institutoformaciontecnica14_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna14_institutoformaciontecnica14_foto2.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna14_institutoformaciontecnica14_foto3.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna14_institutoformaciontecnica14_foto4.jpg;Sehos S.A.;2017;;;30649820704;;12;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-14;https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=130130;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
480;Obras en escuelas de Comuna 4;Escuela Técnica N° 07 Dolores Lavalle De Lavalle: Obra de infraestructura.;Finalizada;Escuelas;Ministerio de Educación;Obra de provisión e instalación de tres aulas prefabricadas de 30 M2 cada una;1338602;4;Parque Patricios;Zavaleta 204;-3,463,976,037;-584,030,689;19/7/2017;10/9/2017;2;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna4_esctecnica07_foto1.JPG;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna4_esctecnica07_foto2.JPG;;;Las Cortes S.R.L.;2017;;;30700041197;;;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-4;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
481;Obras en escuelas de Comuna 7;Escuela Primaria Común N° 07 Niñas De Ayohuma / Jardí­n De Infantes Común N° 06: Obra de infraestructura;Finalizada;Escuelas;Ministerio de Educación;Obra de refuerzo de rejas existentes;525150;7;Parque Chacabuco;Asamblea Av. 1221;-3,463,589,888;-5,844,205,512;3/7/2017;4/5/2017;;100;https://cdn2.buenosaires.gob.ar/baobras/educacion2/Asamblea1221_2.jpg;https://cdn2.buenosaires.gob.ar/baobras/educacion2/Asamblea1221_3.jpg;;;Spinelli & Asociados S.R.L.;2017;;;30709411876;;;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-7;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
482;Obras en escuelas de Comuna 9;Liceo N° 08 Esteban Echeverrí­a: Mejora Edilicia;Finalizada;Escuelas;Ministerio de Educación;Obra de reforma y adecuación de ascensor;1757811;9;Mataderos;Murguiondo 1568;-3,465,320,981;-585,051,855;11/5/2017;29/8/2017;3;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna9_liceo08_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna9_liceo08_foto2.jpg;;;Mediterraneo S.A;2017;;;30566480618;;3;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-9;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
483;Obras en escuelas de Comuna 14;Escuela Primaria Común N° 30 Granaderos de San Martin: Mejora Edilicia.;Finalizada;Escuelas;Ministerio de Educación;Obra de reforma y adecuación de ascensor;1716020;14;Palermo;Del Libertador Av. 4903;-3,456,409,265;-5,843,538,264;16/6/2017;27/1/2018;7;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna14_escprimaria30_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna14_escprimaria30_foto2.jpg;;;Dilthey S.A.;2017;;;30711331847;;4;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-14;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
484;Obras en escuelas de Comuna 6;Esc. Superior De Enfermerí­a Dra. Cecilia Grierson: Obras generales;Finalizada;Escuelas;Ministerio de Educación;Obra de ampliación y remodelación;23838357;6;Caballito;Ambrosetti,Juan B. 601;-3,461,017,089;-5,843,837,845;1/12/2016;30/1/2018;13;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna6_escuelaenfermeriagrierson_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna6_escuelaenfermeriagrierson_foto2.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna6_escuelaenfermeriagrierson_foto3.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna6_escuelaenfermeriagrierson_foto4.jpg;DI PIETRO PAOLO RUBENS ERNESTO;2016;;;20044899532;;34;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-6;https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=126945;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
485;Obras en escuelas de Comuna 3;Escuela Primaria Común N° 09 Mariano Moreno: Mejora Edilicia.;Finalizada;Escuelas;Ministerio de Educación;Obra de instalación de gas y termomecánica;2875610;3;Balvanera;Moreno 2104;-3,461,302,392;-583,963,981;1/6/2017;28/12/2017;6;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna3_escprimaria09_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna3_escprimaria09_foto2.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna3_escprimaria09_foto3.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna3_escprimaria09_foto4.jpeg;Dilthey S.A.;2017;;;30711331847;;6;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-3;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
486;Obras en escuelas de Comuna 13;Escuela Primaria Común N° 13 Raúl Scalabrini Ortiz / Jardí­n De Infantes Común N° 08: Mejora Edilicia.;Finalizada;Escuelas;Ministerio de Educación;Obras para mejoramiento edilicio.;695486;13;Colegiales;Conde 223;-3,458,022,329;-5,844,544,313;17/7/2017;20/10/2017;3;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna13_escprimaria13_foto1.JPG;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna13_escprimaria13_foto2.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna13_escprimaria13_foto3.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna13_escprimaria13_foto4.jpg;Dal Construcciones S.A;2017;;;30604370171;;10;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-13;https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=114465;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
487;Obras en escuelas de Comuna 3;Escuela Primaria Común N° 11 José Federico Moreno: Mejora Edilicia.;Finalizada;Escuelas;Ministerio de Educación;Obras para mejoramiento edilicio.;1390972;3;San Cristóbal;Humberto 1° 3171;-34,623,329;-5,841,014;23/5/2017;20/10/2017;5;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna3_escprimaria11_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna3_escprimaria11_foto2.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna3_escprimaria11_foto3.jpg;;Dal Construcciones S.A;2017;;;30604370171;;;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-3;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
488;Obras en escuelas de Comuna 6;Escuela Primaria Común N° 03 Dr. Manuel Augusto Montes De Oca: Mejora Edilicia;Finalizada;Escuelas;Ministerio de Educación;Obra de instalación eléctrica y contra incendio;2991405;6;Caballito;Puan 360;-3,462,687,105;-5,844,721,761;5/6/2017;6/2/2019;20;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna6_escprimaria03_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna6_escprimaria03_foto2.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna6_escprimaria03_foto3.jpg;;Dal Construcciones S.A;2017;;;30604370171;;;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-6;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
489;Obras en escuelas de Comuna 6;Escuela De Educ. Espec. N° 33 Santa Cecilia: Mejora Edilicia;Finalizada;Escuelas;Ministerio de Educación;Obras para mejoramiento edilicio.;695486;6;Caballito;Senillosa 650;-3,462,441,057;-5,842,870,363;17/7/2017;20/10/2017;3;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna6_esceducacionespecial33_foto1.jpg;;;;Dal Construcciones S.A;2017;;;30604370171;;;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-6;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
490;Obras en escuelas de Comuna 1;Escuela Primaria Común N° 27 Deán Funes: Mejora Edilicia;Finalizada;Escuelas;Ministerio de Educación;Obra de instalación eléctrica;2999056;1;San Telmo;Defensa 1431;-3,462,462,925;-5,837,120,119;8/5/2017;21/8/2017;3;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna1_escprimaria27_foto1.JPG;;;;Inapcon S.A;2017;;;30677124411;;;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-1;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
491;Obras en escuelas de Comuna 4;Esc. De Educación Media N° 04 Homero Manzi: Obras generales;Finalizada;Escuelas;Ministerio de Educación;Obra de remodelación y ampliación;39950000;4;Nueva Pompeya;Saenz Av. 631;-34,646,966;-58,416,301;16/11/2016;16/11/2018;24;100;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna4_escmedia04_foto1.JPG;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna4_escmedia04_foto2.JPG;https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna4_escmedia04_foto3.JPG;;Gamer;2016;;;30712194991;;12;;;;https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-4;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
